SubjectEntity,relation,ObjectEntity
Tyrol,StateSharesBorderState,"['tyrol', 'south tyrol']"
Tyrol,StateSharesBorderState,['veneto']
Tyrol,StateSharesBorderState,['carinthia']
Tyrol,StateSharesBorderState,['vorarlberg']
Tyrol,StateSharesBorderState,['salzburg']
Tyrol,StateSharesBorderState,"['province of belluno', 'belluno']"
Umbria,StateSharesBorderState,['marche']
Umbria,StateSharesBorderState,['tuscany']
Umbria,StateSharesBorderState,['lazio']
United states virgin islands,StateSharesBorderState,['puerto rico']
United states virgin islands,StateSharesBorderState,['british virgin islands']
Uusimaa,StateSharesBorderState,['finland proper']
Uusimaa,StateSharesBorderState,"['paijanne tavastia', 'päijänne tavastia']"
Uusimaa,StateSharesBorderState,['tavastia proper']
Uusimaa,StateSharesBorderState,['kymenlaakso']
Vaduz,StateSharesBorderState,['eschen']
Vaduz,StateSharesBorderState,['triesen']
Vaduz,StateSharesBorderState,['schaan']
Vaduz,StateSharesBorderState,['triesenberg']
Vaduz,StateSharesBorderState,['gamprin']
Vaduz,StateSharesBorderState,['balzers']
Vaduz,StateSharesBorderState,['buchs']
Vaduz,StateSharesBorderState,['sevelen']
Vaduz,StateSharesBorderState,['planken']
Veneto,StateSharesBorderState,['lombardy']
Veneto,StateSharesBorderState,"['friuli venezia giulia', 'giulia']"
Veneto,StateSharesBorderState,"['trentino-south tyrol', 'tyrol']"
Veneto,StateSharesBorderState,['emilia-romagna']
Veneto,StateSharesBorderState,['tyrol']
Veneto,StateSharesBorderState,['carinthia']
Vienna,StateSharesBorderState,"['lower austria', 'austria']"
Vorarlberg,StateSharesBorderState,['tyrol']
Vorarlberg,StateSharesBorderState,['grisons']
Vorarlberg,StateSharesBorderState,"['baden-wurttemberg', 'baden-württemberg']"
Vorarlberg,StateSharesBorderState,['bavaria']
Vorarlberg,StateSharesBorderState,"['st. gallen', 'canton of st. gallen']"
Vorarlberg,StateSharesBorderState,['liechtenstein']
Wales,StateSharesBorderState,['england']
Washington,StateSharesBorderState,['idaho']
Washington,StateSharesBorderState,['oregon']
Washington,StateSharesBorderState,['british columbia']
Wyoming,StateSharesBorderState,['nebraska']
Wyoming,StateSharesBorderState,['colorado']
Wyoming,StateSharesBorderState,['utah']
Wyoming,StateSharesBorderState,['montana']
Wyoming,StateSharesBorderState,['idaho']
Wyoming,StateSharesBorderState,"['dakota', 'south dakota']"
Åland,StateSharesBorderState,"['stockholm county', 'stockholm']"
Åland,StateSharesBorderState,"['uppsala', 'uppsala county']"
Åland,StateSharesBorderState,"['finland proper', 'finland']"
